path,label,pca_result
s3://oc-p11-fruits-david-scanu/data/raw/Training/Raspberry/160_100.jpg,Raspberry,"0.7464578853928224,5.180438147068904,1.8550948518694361,-10.988695130659622,-2.4621644928496096,1.2743968369915786,-0.8590650617279032,3.0290419149665655,6.968561105990829,-7.051548226163054,9.117307796973947,-3.4816160558132982,-4.6040435143961504,-1.8401398068485864,-3.444476267976771,-0.668125616180445,6.652155977646397,3.9895581946617593,0.9068099739513886,-2.111121036497253,0.7965247055744425,1.2955503865359788,4.481620394079345,-0.7895498697169452,-4.851662500399224,0.8534295931238375,1.9469550707632777,0.6461722820606397,2.980686047029108,1.9650763379828964,-1.911025479724294,1.7881631708416104,1.571636815684804,0.49721755328039835,-1.4068016541041088,1.5032926038895889,-0.36590681542596365,2.2139944755940153,-1.4056629984689717,-1.304816885622819,-0.7402741826890431,1.2318568717756053,-1.3931216902845287,-0.2558551619898484,1.5172985654221691,-1.9106759439546777,-0.9051066987461449,0.8091626106453371,1.2758478463345688,-2.262273114391413"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Raspberry/299_100.jpg,Raspberry,"-1.0910580457237935,5.13663518689552,2.6992424536456907,-8.254429771531381,-3.098430753644421,1.0717647032916597,-1.467932928586185,3.420235597315337,5.91270708820179,-5.095158603373486,9.046985606829033,-1.644269681729888,-3.644777350013777,-0.8874924162931211,-3.351547673528384,-0.1428527906288139,6.858297758182588,3.22415628865352,1.058314642834121,-2.225326110466763,0.42321919196360974,1.4793050119357707,4.419535484375976,-1.2392062662162928,-5.146520302069404,0.30642623730171126,0.5643971130420683,1.0700955230001707,2.995419969560442,2.768176196910721,-1.680650203729456,1.066158763101488,0.8704787123106289,0.5352249424636892,-1.6949613200084641,1.0894999277132058,-1.121042145035371,1.8684311172244528,-0.4112193780699549,-1.3636770668959335,-0.42392732377612535,1.1805144230557179,-1.409958612513193,0.38440389596411767,1.1978928426081001,-2.710687870013596,-0.5958868294349614,1.1321980566936078,1.7913050871581484,-2.3799380579349956"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Pineapple Mini/249_100.jpg,Pineapple Mini,"-3.8841255157521504,2.1193240869691783,1.7157068053694897,-3.7400933777279914,-2.4624933352145724,1.2543721417426437,-1.5259950854793436,-1.1490261868366043,5.358163477329825,-5.324008383328742,-0.5957364193504133,5.200528506316926,0.02423293204697577,0.3859327484239082,-5.177524552725959,2.426446658350033,2.1458688463374953,-0.21677365591899272,2.73650165010834,-1.0563980962285453,2.432924631904055,1.6225147009416143,3.0345236251343706,1.119025532101999,-4.411641634897765,1.9911769143985611,-2.07402649759739,1.3702808284000947,0.06477461186815707,-1.8268127499629037,0.03866068256622054,0.6867043761209667,-2.243426171195916,0.7877154826295185,0.3022835302866089,0.012635769137593558,-0.7153659376184053,0.5596576952465384,-3.932264197340965,0.07337515948367343,-0.437377058640402,-2.4716644508911894,-0.7187831943531158,1.5350825208382732,-1.3694448595118072,-0.49008161720687776,-2.377190617877287,-1.8201592578687094,1.7327428977772734,-0.3040289437107633"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Pineapple Mini/245_100.jpg,Pineapple Mini,"-4.70415094337798,3.8194953426306855,1.2341456773877444,-4.233999950741851,-2.823251929938905,1.1835620862473615,-2.099647558438586,-1.6294993240569218,5.274558847390276,-5.758553138124176,-1.0892407070824197,5.633582323811685,0.5603507548680032,1.0297455251508583,-6.554855319886547,2.919315239928043,1.908270121186071,-0.41314210577315374,3.197530149064788,-1.3192564435844947,2.2222572279415402,1.5342895591039258,3.8443579429889536,0.9122716101676924,-4.356441834086396,3.0737182467019997,-1.3786422340144133,1.1416209770503067,-0.2921656951037028,-2.0619896241073103,0.8797384761475618,0.4236607021726925,-2.5279917189987042,0.39613906056449805,-0.37654918412511695,-0.6756528304048031,-1.0589169353918815,1.3484222901982328,-4.5959673030939765,-0.5964686317400432,-0.17630760504557688,-2.386144169218143,-1.7289635797135368,0.7200294748862123,-0.9307518307385896,-0.7719611205230679,-2.975681202076733,-2.0588568968292855,1.526935267115123,-0.25473527322831563"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Raspberry/270_100.jpg,Raspberry,"0.7601782623870719,5.746023148162677,2.411425430787404,-8.687026902630027,-3.552125271361634,0.9977758169772373,-2.0253928937828074,3.6541606640008633,7.640318729239283,-5.224184205927035,8.818797553455182,-0.7884756413444053,-2.810703017475087,-0.5773644698167735,-3.770405809540434,0.8740344557324143,6.186032637990772,2.400206612846334,0.8849346352568522,-2.475146426737687,2.05745592751779,1.9055971680676402,4.1808276729296185,-0.9575622176842122,-7.032822331108277,0.6921942278704517,1.3158257817886614,1.4610612023050462,3.57611917069834,3.5990296221008378,-0.7380386651045863,0.3637235793188063,1.0560191628893392,0.5026192405544871,-1.689312391473132,1.0590926514467491,-0.7979452189974403,2.0137557925250182,-2.326449280533035,-1.7083557349503036,-0.353851630962759,0.9248699036507898,-2.1981608859499415,0.5256304837584572,0.7285533438428752,-3.056593019770275,-1.1982737816206512,1.1718766127602107,2.0279911437643268,-1.2927913631900056"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Raspberry/57_100.jpg,Raspberry,"-0.2740205671414987,5.239412189348236,3.4535238821177408,-8.665320083678,-3.0710717230603235,1.617160308357525,0.16795752320989082,3.5942538811007334,5.74114934657775,-4.086425885167093,8.886214651268501,0.1651955212261345,-3.526030587402066,-0.396968718398053,-3.3568904956510544,0.022906743471141012,5.8878196159070955,2.7453876781515802,0.9237635182607075,-2.3789973540360623,0.9407898948288617,1.8643579545928641,4.02545442878074,-0.32636509994384066,-5.204049102454499,0.20345855399044174,1.2013785734973292,0.9319852895922605,3.5321506660301574,3.058774451740101,-1.0679996827782672,1.5128331201807703,0.5602097019444738,0.17901766462783114,-0.8909682260025953,2.0017643045883244,-0.7277818595777965,2.073614904071138,-1.4120785569791425,-1.6587991139013558,-0.13677546634472296,1.1453431230350557,-0.8677727867357772,0.7909016266025305,1.1516826217073253,-3.811133960984238,-0.7252648526450332,0.6962541885640441,0.43612100276082016,-1.517089831537492"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Pineapple Mini/181_100.jpg,Pineapple Mini,"-4.987596147429982,3.8675653485803294,1.6607616513537773,-4.8547268018706005,-2.5402017230913185,1.6762166499875337,-3.8546206125512956,-0.7432664854423633,6.857162175596955,-6.551949485871103,-0.852750357790062,5.128655438733974,-0.31486950784141465,0.3088485132549486,-6.1764257042391915,2.003601265542179,1.656661020024542,0.4671318911798959,3.949192289080909,-1.712247006431782,2.114049203128153,1.798296768183093,4.201387255998395,1.3444624605420639,-5.672726918688426,2.5347187338370194,-1.3968279181509473,0.86102151950018,-1.1916690295055108,-2.2692108411421796,-0.7350585545478817,-0.09093543644137372,-1.8970528945459026,0.4305792858695854,0.567034666529107,0.444288024174162,-1.597322556549083,2.063768860647933,-4.399033429918146,-0.6466329703107604,-1.8655545097184054,-2.058804860917175,-0.5803998691822184,0.912947808974147,0.29218212177779984,-0.8005640054805242,-3.263942751063262,-1.47769208313271,1.7067278829195847,-0.4108645531312454"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Raspberry/22_100.jpg,Raspberry,"-0.15805328241870145,5.683692699761533,3.11484614270721,-7.745976549893513,-3.532719973122686,1.031850135037264,-1.3004528570457599,2.5384404447710174,6.0812291471105775,-5.716994787103037,8.612992033982582,-1.05163311196513,-3.228776723767585,-0.05342274332279639,-3.914135468193479,0.9339923902515805,6.1015803429742075,2.6442461327109608,1.1599420290736537,-2.631156512744756,1.418791756756134,1.1354234602445645,4.034005031339076,-1.7028535797319528,-6.740489706078915,0.8673583029244328,1.7796104394315617,0.4080010898914232,3.4138415384257916,2.7744820792586347,-1.8653439278732662,0.5945975094575109,0.3434782375927884,1.209826873742038,-1.757379569498348,0.9989812879760147,-1.1315563360982934,1.7810403595373734,-1.5848886801048923,-1.3663111086535864,-1.1694567553449007,0.5500044685025739,-2.171871820426984,0.4352677332331135,0.5724275537846493,-1.958064882039747,-1.3087476928003805,0.8279462759323185,2.083909464134817,-1.0300272120602914"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Pineapple Mini/168_100.jpg,Pineapple Mini,"-5.6300881563790375,3.7262904507221735,2.009330046715789,-2.9119528195179187,-1.9626808506144664,1.7901677243287863,-4.02022021672328,-1.1025909155154063,5.38462445930154,-5.873305451676149,-2.102071199560042,5.693424304565837,0.28229374497219273,0.6731875937493969,-6.111956830421187,2.1823171647262734,1.2363231081729227,-0.5491441861311699,2.810900921665398,-1.5353215244281744,1.9092089102275351,0.995449425369321,4.181618531588754,1.0905171920974601,-4.593338253841191,2.703192847664476,-2.1036018498944005,-0.3569592522062487,-1.2568374451065727,-2.707470300784072,0.10995581460929152,0.04751720722570422,-2.6609073089598034,-0.026852151736077197,-0.6209747298683934,0.17183058576599092,-1.8084470768756917,1.5737997731393951,-4.010515289969056,-0.3163882976438551,-1.4731026699724525,-1.699561543991575,-1.0928191340656679,0.36916055699119443,-0.4649881348471263,-0.7150753945846747,-2.8767856079236678,-2.0103019126300485,0.9375302455416109,-0.10695947960938518"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Raspberry/166_100.jpg,Raspberry,"0.686275208255467,4.218649755825169,2.045137233650482,-10.922915634745522,-2.3084541695708305,1.0133215320956732,-0.6217850030339893,2.9675418321954314,5.65019480091548,-6.417327253263452,9.654198244267167,-2.592717320760775,-3.5913440841624964,-1.0766701337249647,-3.0619420358731237,-0.5134068467839498,6.795342458321242,3.6401065398034773,0.5435226268714062,-2.9185101717181134,0.6476151637336346,1.6271585010430176,4.279969468578845,-0.23981718214364744,-5.143194514285142,1.0140321500731142,1.366536035977061,0.13873785061744162,2.9381283042591635,2.3618254288843774,-1.3335550510973975,1.37805803809322,1.121691794434146,0.5260524911080072,-1.2554223063273742,1.8300082433541587,-0.2992684469896349,1.9410235063125252,-1.4150157859098251,-1.5077148531998692,-1.6601333884642029,1.0982260420976915,-1.725352246742858,0.11338990934167967,1.6286183701147465,-2.181357600363514,-1.1203814372715943,0.9653958104255199,1.400411974277773,-1.5647566931241532"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Raspberry/183_100.jpg,Raspberry,"1.060380066902055,3.8721890245664268,3.0950046716435695,-11.679706160652957,-3.1582961887855587,0.9809833308290946,1.0529494484466173,3.096881950086064,6.701477823516911,-5.997629115771428,10.120322014834523,0.03773804905373913,-2.767328353686134,-1.606932979570481,-3.3929317347771812,-0.6033836641335758,7.240771280823633,3.611844551692136,0.19062085623414862,-2.289132807611396,0.5074885143458281,1.7974687759027126,3.3697322795824074,-0.11426657913464473,-5.888913422271363,0.7867105336726978,1.2374432917329687,0.1884246478280445,3.3812110511347417,2.6890599479373773,-1.5057889037375887,0.9638587570047037,0.5442289049561903,0.5032047976366157,-1.4982349607734131,2.081459820759175,-0.40558495230943603,1.12416934927209,-2.442521440211053,-1.394268660763661,-1.66145989716681,1.4156320784456602,-1.7552670340016687,0.3770125835953155,1.655063630270294,-2.09891716498119,-1.2659849559943557,0.36661264645211217,1.6046981581778523,-0.9914273336495524"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Raspberry/277_100.jpg,Raspberry,"-0.6307726070112052,4.900541611673578,2.9375326565705584,-8.500185900929917,-3.555238653156351,1.0474565841665564,-1.4216892301343118,2.961451136833265,5.866120155329418,-5.00890961090322,8.267971599938612,-1.0998570690316656,-3.2148814744515755,-0.4779041129210558,-3.430175349841115,0.33624404491782267,6.004136895776609,3.140652509514886,1.4216541004771204,-2.6801085188446323,1.711050330415322,1.326143947632461,3.4174105896473526,-1.0171478644270597,-6.179362574235593,0.7187038017712257,1.6632880085005939,0.9276955199616397,3.3921203784233596,2.346365050848932,-1.9966483707151579,0.9702258665020503,0.48274661115324674,0.8316453228569732,-1.351900100058586,1.1870748518066252,-1.0173004144197508,1.8755974531910435,-1.9281372765428748,-1.4567610030801328,-0.9242944466112464,0.7333064861343789,-1.6804174394746811,0.5881426643360607,0.6656906488759585,-1.7708420131521272,-1.2639856648707934,0.798051751726048,1.0528138765079345,-1.4026733818326975"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Raspberry/16_100.jpg,Raspberry,"-0.09325931124361259,5.36940604014001,2.5140942543709244,-9.180326507396035,-3.6770888703909708,0.9266875667271152,-0.7743307009088177,3.2218472715725754,6.121022201498184,-4.834745881719367,8.373053899728715,-0.5728579755718954,-3.3254787117859896,-0.4130544056117532,-3.493660158453795,0.11105461720959307,6.246250241829972,3.3063332917281785,0.47548567210190285,-3.245457592004991,1.2821904557048367,1.43725334443134,3.4729374134387636,-0.29898891424007024,-5.777477437696114,0.5221450718695487,0.9795734464080383,1.219991972501154,3.580631723257924,3.4869761780960142,-1.3242617410508628,1.2238069969933125,0.41152087267568116,0.834887514757056,-1.0966360872203773,1.5815398816853934,-0.6337148603335453,1.7713620391932234,-1.9511108118046605,-1.2579596990423818,-0.33989636649303695,0.38589899331128513,-1.5495537025879693,0.8518594559045204,0.8860609518824705,-2.0489527405219903,-1.1949984606257795,0.16132187281608829,1.0854999225363322,-1.6255942968173147"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Raspberry/317_100.jpg,Raspberry,"-0.04085920167637479,4.721770660742406,3.5293733483665575,-9.39107345950361,-2.9257494101540678,1.3631169690326486,0.39065348981078724,3.0645471131264728,5.63342705655519,-4.504324578687478,8.847449621172776,-0.32955802729316597,-3.1446220150423705,-0.7605797053884413,-3.8431988902305636,-0.3846541535432417,5.859909502554706,3.2451550927286656,1.011356074955176,-2.2439507739451083,0.6765930884482874,2.2111646661421864,3.9275131554387372,-0.275894690138821,-5.509686562818216,0.6829669672625246,0.6726417910616747,0.8320580940485006,3.176627454397753,2.3383076917028003,-1.2962464003068614,1.4747125748025751,0.4546996763880547,0.3857921105804883,-1.3603503621811226,2.036570833508719,-0.7759260338344344,1.8025017286090965,-1.680500211425986,-1.3373123794695196,-0.023027005304014577,1.2885368383309712,-1.1107500959309844,0.7230821991970859,1.212936550368794,-3.0701438382049964,-0.6210784126936593,0.45039178409662817,0.6606571068185354,-1.4654028414710962"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Pineapple Mini/226_100.jpg,Pineapple Mini,"-4.379083815062694,3.4124859077964897,0.9126481680445355,-4.003826366870648,-2.146668708143163,1.969190277966357,-3.4778357707801035,-0.7738609001557069,6.0705981841681576,-5.789326529773301,-1.2695088949047395,4.31044660913969,-0.3574193034487393,0.17750441823129193,-6.265972811647118,1.8070574796417793,1.7134689820692615,-0.2881064939414923,3.611188837470563,-0.9934628036369366,1.9433429361570458,1.4203215613093103,3.787761381870149,0.17864801572482492,-4.2637208560822515,2.728194244781032,-1.8941884473933988,0.7909695779530244,-1.4244570585700054,-1.7451457934843637,0.2651942896746761,-0.5220009867798513,-1.6663903101978867,0.7019995253504288,0.2691975560833677,-0.03881986193113455,-1.2444134678407857,1.91248118043426,-4.626186358260409,-0.36926725020080936,-1.2905800090313415,-2.1795625874294635,-1.223501192829956,0.22501257576238406,-0.43814578844938157,-0.5296321383238038,-2.6290622952021523,-1.7432737103086426,1.86105874595148,-0.04587979955222591"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Raspberry/32_100.jpg,Raspberry,"0.03692666001975746,4.753651638388424,2.5681069731200656,-9.26416208894361,-2.9110894731919865,1.629659250705864,-1.4813831335498,3.1214595338070747,5.995206776760614,-4.6427510871256175,9.405196783849409,-2.2513806026606114,-3.758577692993417,-0.5696752998470748,-3.19003795847465,0.07580608998282609,6.813887635634086,3.651304003339537,1.521734419696859,-2.0050764130690033,0.6077190197050658,2.1889475980869806,5.144257183165283,-0.9102633640192912,-4.824072937859495,0.47191820289787406,1.2528637906503621,1.004106862327886,3.1599473664821556,1.9342842880219975,-1.2167673005930517,1.6811767916658669,0.9987579439875527,-0.04398951494100572,-2.06699822194575,0.9787823313859234,-1.0216160794613707,2.9208032807799222,-1.2668703469750262,-0.8548406325122136,-0.3031658915736691,1.1032631686782217,-1.617115038241774,0.5017008204999622,0.764894673247455,-2.3363221443278124,-1.3145868005571633,0.2895716705480516,1.1782234356080385,-2.1214810393585717"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Pineapple Mini/161_100.jpg,Pineapple Mini,"-5.525636454438805,3.9380905838942546,2.425519326361226,-3.5016977012468073,-1.4423852661406054,1.3024585659079373,-4.335272743751188,-1.5945158532628347,5.801120374066724,-6.24495667759291,-2.669015607698193,5.789496021849759,0.40345651736035243,0.4993218463955629,-6.163508265003366,2.2416974875361015,2.230768152819657,0.1187441479985396,3.413810319912595,-1.694206588691767,2.2631756941039374,0.6579323905823137,3.9892080734058135,1.4692529010073616,-3.9312153427999803,3.3927954438305687,-2.3893871339102195,0.3032964392741013,-1.4067331560345808,-2.7662676834433304,-0.5858115508398483,-0.11275755358775869,-2.155447775026106,0.1346040620563566,0.075989840114231,0.24517745448666875,-1.7050030208551217,1.4722093009222832,-4.457512584676519,-0.9374390665429326,-2.0070809774184,-1.727189582953836,-1.192475537909483,0.5832880858474154,-0.4106257841768274,-1.074275500524522,-2.9491053599777555,-2.3529282532904423,1.2327207857404137,-0.41264076339894246"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Raspberry/320_100.jpg,Raspberry,"0.8659079063446156,5.435122826704693,3.404540101834934,-9.067312674258504,-3.2002252312887096,1.6491585556541004,-0.33986133324837703,3.0398786341202992,6.16871543647312,-4.997131297181759,8.837403212214571,-0.9482896065661566,-2.9144156372965053,-1.186038991138504,-2.945617961730762,0.05469551998849591,5.914379512708302,3.014627280104782,0.9866100904610159,-2.289208534822303,1.4268371797934176,2.022642893199952,3.6529960819833014,-0.4550914367897061,-4.990062887859505,0.8149458464740791,0.8216882456610001,1.60730792832477,3.722135587292291,1.8778123036275673,-0.49865680062986584,1.2701325031260748,0.5474337027990099,-0.10412135010092358,-1.2352026167201968,1.8566315619485283,-0.9367897259251411,1.9354658019747515,-1.753909617260974,-1.6102582641715968,-0.49856695979993115,1.031878665904407,-1.1972222224669273,0.9177879960303226,1.4642180855069207,-3.137139838671221,-0.27064987064772666,1.242356703130992,0.9399561611295488,-1.1133721729584023"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Pineapple Mini/244_100.jpg,Pineapple Mini,"-5.358399550464081,4.252546348794398,0.7374356166110391,-4.383845659579572,-2.0426938333559095,1.773121906470217,-3.4419335161126825,-0.5217555331528849,7.297540252062031,-6.449477398994795,-1.0061196787047826,5.71501063919168,0.3894747961688393,0.7210818699926814,-6.032807737365215,2.7241844426275774,2.667996668352928,0.6670849994303045,4.364742493074939,-1.5397229627912208,3.1507518900716414,1.5413758427729434,4.885647555561505,1.1339440241960415,-3.6987324474408814,3.3855115798173188,-2.3501413772075876,1.3541027761330149,-0.9649379994179839,-1.8524534028547197,0.8338637078067852,1.1341340683312962,-1.9045415924541045,-0.07448189750158299,0.01832682876561869,-0.15524455103415555,-0.6533212413326517,1.7720228871886927,-4.959263957597223,-0.6079714431491856,-0.6795468460876564,-2.636984590887129,-0.1981132803083729,0.44087535257337646,-0.5601152592800503,-0.7941595435603357,-2.950059115543485,-1.9003629663988446,1.5307982801603002,-0.723813157967856"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Raspberry/24_100.jpg,Raspberry,"-0.45534989958072886,5.172125060372168,2.9389351332488074,-9.134837219710658,-3.1558406533224765,1.429690793283594,-1.2950373297220037,3.0141857825925773,6.236270533517995,-5.426419707176797,8.338690134757474,-1.5400944999520223,-3.57290312298384,-0.9784615221825634,-4.190894015527406,0.8107574834349545,6.537111883343106,3.3166363352294503,1.178097691781628,-2.311368699814271,0.7980999024846828,1.140322442562847,4.391717456357288,-0.9418878009350767,-5.333160909261874,0.8874357065230357,0.8000942526440755,0.8691609535040223,3.2196598673789936,3.023902103449024,-1.4585407913930097,1.312712021869836,0.9034766619118529,0.5089233882978069,-1.2305451376485195,0.9163960914185381,-0.823734760602392,2.561828657286579,-1.1038345855559488,-1.0781220320874991,-0.367167783325351,0.9389444716357507,-2.1233545761866095,0.40642569859960354,0.3225771691600873,-2.1955278599747716,-1.0509618224368444,0.5955590333358423,1.0326265693533077,-1.5571661155656262"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Raspberry/273_100.jpg,Raspberry,"-1.0314007847905882,4.086150627334052,2.9760565838271473,-8.274240963697238,-3.624033319933821,0.9916318714316473,-0.8746807515792874,3.055927321013224,5.558252080176402,-4.159513253445707,7.973438846292875,-0.6029126582941337,-3.46835586475336,-0.20599471224969973,-3.788668455165488,0.4500842115682047,5.762880837256601,3.1073154161117653,0.993699545861469,-2.5769611430001054,0.4944798359348296,1.1858045244996616,3.1958066519247077,-1.1056289480581538,-5.435510663145408,0.397475646621072,0.9649447445200001,0.23435313285176654,3.221294159608291,3.0713532290979435,-1.9707768124663416,0.7972529897823697,0.30688381199406356,1.1338906466425709,-1.5006261208686185,1.663977536732152,-0.8282872794720522,1.562918031941457,-1.470153156935235,-1.1278906216112956,-0.16297809827489168,0.4748598082868437,-1.7711984360036743,1.0382823581670824,0.9343752996907005,-1.5241731905303888,-1.3415686017236255,0.38871322782757994,1.0615383702602468,-1.7730502729497668"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Raspberry/133_100.jpg,Raspberry,"-0.7831286805349063,6.049801275595061,2.6952805458024587,-9.562354510464818,-3.417680835947131,0.6071002334971161,-0.1277020591530714,3.7510536547925453,7.3744310868237015,-5.475107667667844,9.769513536769965,-0.13400399341356792,-3.6310065490544345,-0.5638075270818922,-3.7798203338733125,-0.3417035324881893,6.0765494194998295,3.299560998792318,-0.01785792332642685,-3.3746997092547093,1.344377919377965,2.233516230232511,4.427989906466314,-0.18485275673249243,-6.066947944393812,0.7173326317004729,1.9107307208581075,1.2668139322520466,3.3579145563698027,2.5369556849457213,-1.3358091014532165,0.8840169788204391,0.5899108881903109,0.7862623785565236,-0.8510175388823826,2.0470908417226994,-0.2768243287825488,1.8740515406245126,-2.464302841031752,-2.511636540626583,-0.8000379353435609,0.8132754898910242,-2.1465366688182073,0.8830808244489416,1.4272652542507476,-2.8880813226532647,-1.2917825108951635,1.0965278283118822,1.5951054203623496,-1.5270474472829094"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Raspberry/274_100.jpg,Raspberry,"-0.29450702972998943,5.356070679810789,3.3091103398241595,-8.760983486505411,-3.858880968616831,0.7269018050369052,-0.9738550499445067,3.270789685369693,5.905232478489709,-4.608302068163572,8.789750552678406,-1.1762148853830516,-3.888468453607546,-0.4161142902310379,-3.4212382515017357,-0.07101112065128856,6.3796784477933794,3.103832859181996,0.7980285513193025,-2.6140784401192363,0.8766293160194487,1.0305478212893857,3.5594438735898017,-1.1218457500064727,-6.414940199064956,0.38934554819453604,1.2085453586561214,0.692588902935277,3.3950740220238083,3.096567824308964,-1.6343531725394989,0.6888035805961475,0.7489793903818938,0.3897765120965746,-1.349206761201371,1.1928569817675772,-0.5615459810336719,1.820840470278626,-1.2345079702991901,-1.6528547801020828,-0.5106092203283836,0.9456938027052646,-1.9541413433293322,0.3088959798516833,0.4915839259070295,-2.160387291997386,-1.2918943370860003,0.5561607592343164,1.2884903565774102,-2.0287243675636484"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Pineapple Mini/175_100.jpg,Pineapple Mini,"-4.837916998365378,3.151641831501102,1.7574885957032036,-2.9426797657237134,-2.4776532332866683,2.037442337047361,-3.203855054216314,-1.3058740660635337,5.310526218898082,-6.163756433925869,-2.058570806108755,5.063924645903371,-0.1589402613679031,0.1945326389865114,-5.194062587317801,1.9299647775891584,1.2822735555124536,-0.5145324953587145,2.687982927281714,-0.651042258647065,1.9540565482368133,1.8821516551130715,3.530308749456536,0.9176313585540249,-4.676713114684322,2.177526319746007,-1.4607257190123406,0.4313627018059741,-0.8189264669516018,-2.4609338466406476,-0.2541071112926909,0.15310359194364773,-2.3557888481019766,0.6405783850734474,-0.6526789279951458,-0.19075556457580087,-1.2534179018426048,1.1733703701542955,-4.4863034839723195,-0.2725246062158819,-1.553618764922996,-2.365348023979865,-1.2068382828840478,0.9383995531014717,-0.5126198086181185,-0.4337915484828165,-2.478521218989488,-1.7712984928534279,1.3467460325346954,0.3426627948692936"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Pineapple Mini/179_100.jpg,Pineapple Mini,"-5.047528498446515,3.6320161266799094,2.2827593762783938,-4.179796242399195,-1.9600002359518018,2.062357044056487,-4.374422554634081,-1.1585475841796282,7.243378350764265,-6.5133768753288,-1.6405655766084255,5.084668622609476,-0.19464626410870656,0.2969592388244943,-5.571754863771446,2.3609452253001657,2.4039033099049796,0.6832483101243786,4.577412695380653,-0.8801290851094875,2.454455259695351,1.6596693739103927,5.062852832131295,1.3019185504893012,-4.70765390275469,2.682169789175575,-2.5445987542969473,0.9006317177728935,-1.123694675433961,-2.8027790726925654,-0.07743697335407411,0.511755895304774,-1.8659883375116812,0.5922071968772886,-0.1438133134163636,-0.18448152799639395,-1.4720051112225971,1.8588108078182546,-4.39910958587283,-0.012146719797754356,-1.8461991437284222,-2.7784847092550313,-0.8031000858965738,0.5042227374618596,-0.2572156915593284,-0.8504547411705005,-2.6316785900975788,-1.9647613955224523,2.09193053420388,-0.28587076703819897"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Pineapple Mini/177_100.jpg,Pineapple Mini,"-5.20808591204543,3.2583686340092677,2.647497447162733,-3.5709537262938915,-2.7747431924245434,2.0070273107864653,-3.56651852805187,-1.0222393255329816,6.078262702884086,-6.783804405919107,-1.85558083894966,5.149026776607963,-0.07766306908411906,0.8474975077218906,-5.834347090274503,2.3435591287483,2.0040894822578634,0.12096715265285196,3.2369182912972434,-0.7075581738074579,2.0090137556337204,1.9517807755187786,4.327637264639587,0.7486905516930783,-4.662137757710269,1.9793307132021987,-2.2460281605175947,0.18815094927045617,-0.5838628763889456,-2.636862948166233,-0.39958625838532913,0.6655314118428168,-2.4226570928983926,0.6354537855892447,-0.7138943787952012,-0.21560357668133498,-1.236279957281811,0.6626381644292134,-4.4403010938695795,-0.2575360445318618,-1.536215678033036,-2.5234370808315516,-1.077207555679439,0.7621206887066534,-0.47184514724352317,-0.3238627777486807,-2.55497947991407,-1.8950153502590434,1.2744389583154194,0.39000202692239994"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Raspberry/134_100.jpg,Raspberry,"0.166247561874013,6.51546675853797,2.658381406711782,-9.962333114344622,-3.355886206525687,1.244892389015744,-0.7281046721168873,3.6992513480844735,7.955329537617215,-5.439338246289993,10.341045076706408,-0.6025739297941403,-3.3349749501307167,-0.42929165843937045,-3.3276721161934937,-0.08730607013643164,6.254579153257568,3.155262699437992,0.6602466343250792,-2.773182796270266,1.5966884027972217,2.9017579794483233,4.673946864700294,-0.4322767995829625,-6.348173613592375,0.7275066035481658,2.24274506878715,0.9959738708547974,4.079614946941317,2.516541653570659,-1.202925520424737,1.2169917745934529,0.6748475173091021,0.17013714044706996,-1.3168173861835981,1.6184347917426416,-0.685984651530709,2.722132802893778,-2.4651697728397552,-1.7253356251622154,-1.1168259889904044,0.8202471241622435,-2.1175371211357414,0.8815556411764708,1.716055859546503,-3.305023422614691,-1.0383672095298362,1.111746537426331,1.1277107003882714,-1.7487812227985406"
